tweet_id,final_rating,dog_predict,retweet_count,favorite_count
882268110199369728,130.0,golden_retriever,12118.0,45880.0
882045870035918850,130.0,golden_retriever,5203.0,29900.0
881906580714921986,120.0,Weimaraner,3533.0,24773.0
881666595344535552,130.0,Saluki,11099.0,51522.0
881536004380872706,140.0,Samoyed,16570.0,50199.0
880872448815771648,120.0,Pembroke,3989.0,21734.0
880465832366813184,120.0,golden_retriever,6546.0,29075.0
880221127280381952,120.0,Chihuahua,4436.0,27640.0
880095782870896641,110.0,miniature_pinscher,4533.0,28150.0
879862464715927552,130.0,basset,3642.0,22667.0
879492040517615616,120.0,German_short-haired_pointer,3323.0,23822.0
879415818425184262,130.0,English_springer,45849.0,107956.0
879376492567855104,120.0,Labrador_retriever,3261.0,17099.0
879008229531029506,130.0,vizsla,2812.0,19317.0
878776093423087618,130.0,Italian_greyhound,4319.0,19763.0
878281511006478336,130.0,basset,1349.0,7913.0
878057613040115712,140.0,French_bulldog,7181.0,42876.0
877736472329191424,130.0,Chesapeake_Bay_retriever,17300.0,71144.0
877611172832227328,140.0,Irish_setter,83.0,0.0
877556246731214848,120.0,basset,3994.0,23258.0
877316821321428993,130.0,Saluki,5414.0,27907.0
877201837425926144,120.0,Pembroke,5880.0,27755.0
876838120628539392,120.0,bloodhound,3506.0,21125.0
876484053909872640,130.0,golden_retriever,2511.0,19163.0
876120275196170240,130.0,Bernese_mountain_dog,4903.0,28490.0
875747767867523072,130.0,Labrador_retriever,4497.0,25773.0
875144289856114688,130.0,Siberian_husky,5081.0,22185.0
875021211251597312,120.0,West_Highland_white_terrier,4922.0,26022.0
874680097055178752,120.0,Labrador_retriever,4875.0,28439.0
874296783580663808,130.0,cocker_spaniel,4308.0,26651.0
874057562936811520,120.0,flat-coated_retriever,4125.0,23134.0
874012996292530176,130.0,Cardigan,11007.0,35501.0
873697596434513921,140.0,French_bulldog,12518.0,0.0
873580283840344065,130.0,Newfoundland,4143.0,24837.0
873213775632977920,120.0,vizsla,1667.0,7467.0
872967104147763200,120.0,Labrador_retriever,5669.0,28031.0
872820683541237760,130.0,pug,3884.0,15029.0
872620804844003328,130.0,cocker_spaniel,3911.0,21309.0
872486979161796608,120.0,Pembroke,9429.0,41606.0
872261713294495745,130.0,Labrador_retriever,6649.0,35085.0
872122724285648897,120.0,pug,8549.0,35324.0
871879754684805121,130.0,Shetland_sheepdog,11918.0,39090.0
871762521631449091,120.0,Labrador_retriever,3678.0,20787.0
871515927908634625,120.0,komondor,3628.0,20730.0
871032628920680449,130.0,kelpie,3999.0,23255.0
870656317836468226,130.0,Pembroke,2817.0,12819.0
870374049280663552,130.0,golden_retriever,27680.0,85011.0
870308999962521604,130.0,Greater_Swiss_Mountain_dog,4384.0,22453.0
869772420881756160,130.0,Pembroke,10663.0,43710.0
869702957897576449,130.0,Pembroke,6728.0,29116.0
869596645499047938,120.0,Chihuahua,3327.0,16476.0
869227993411051520,130.0,Pembroke,4023.0,21112.0
868880397819494401,140.0,French_bulldog,12518.0,55098.0
868622495443632128,130.0,Labrador_retriever,6275.0,28295.0
868552278524837888,120.0,whippet,2240.0,10539.0
867900495410671616,120.0,Labrador_retriever,4439.0,24964.0
867774946302451713,130.0,Border_collie,7788.0,35179.0
867421006826221569,120.0,Eskimo_dog,2697.0,16755.0
867072653475098625,130.0,Blenheim_spaniel,135.0,0.0
867051520902168576,130.0,Samoyed,8425.0,33420.0
866686824827068416,120.0,flat-coated_retriever,3727.0,20070.0
866450705531457537,130.0,French_bulldog,32883.0,106827.0
866334964761202691,120.0,Samoyed,15546.0,54720.0
865718153858494464,130.0,golden_retriever,6008.0,26640.0
865359393868664832,130.0,Chesapeake_Bay_retriever,5384.0,27530.0
865006731092295680,130.0,Pembroke,8209.0,29063.0
864279568663928832,120.0,bull_mastiff,3266.0,15195.0
864197398364647424,130.0,golden_retriever,9616.0,31459.0
863553081350529029,130.0,Eskimo_dog,4489.0,15935.0
863432100342583297,120.0,Staffordshire_bullterrier,5664.0,24829.0
863079547188785154,140.0,Lakeland_terrier,1195.0,9094.0
863062471531167744,130.0,French_bulldog,2687.0,8945.0
862831371563274240,130.0,Australian_terrier,5457.0,20011.0
862722525377298433,110.0,basset,3809.0,17779.0
862096992088072192,130.0,chow,21840.0,66437.0
861769973181624320,130.0,cocker_spaniel,37911.0,0.0
861383897657036800,130.0,Cardigan,11528.0,37744.0
861288531465048066,130.0,Bouvier_des_Flandres,4479.0,18032.0
861005113778896900,120.0,German_shepherd,4119.0,17538.0
860563773140209665,130.0,Cardigan,2334.0,7878.0
860524505164394496,130.0,Bedlington_terrier,5698.0,24678.0
859924526012018688,120.0,French_bulldog,4349.0,20021.0
859851578198683649,130.0,Labrador_retriever,3780.0,16105.0
859607811541651456,130.0,golden_retriever,1704.0,19476.0
859196978902773760,120.0,malamute,25661.0,75193.0
858843525470990336,130.0,golden_retriever,3771.0,16304.0
858471635011153920,130.0,Pembroke,5271.0,22640.0
858107933456039936,120.0,golden_retriever,3154.0,16524.0
857989990357356544,120.0,French_bulldog,2812.0,16952.0
857746408056729600,130.0,Labrador_retriever,11524.0,36021.0
857393404942143489,130.0,malamute,1785.0,6236.0
857263160327368704,130.0,Samoyed,4934.0,21041.0
857029823797047296,120.0,golden_retriever,4364.0,19910.0
856543823941562368,120.0,Boston_bull,3131.0,17135.0
856526610513747968,140.0,Old_English_sheepdog,2068.0,12446.0
856282028240666624,140.0,Chihuahua,6841.0,29086.0
855851453814013952,130.0,flat-coated_retriever,19196.0,47844.0
855459453768019968,120.0,Blenheim_spaniel,8987.0,31657.0
854732716440526848,120.0,Pembroke,6690.0,24188.0
854482394044301312,130.0,Chihuahua,7608.0,31131.0
854365224396361728,130.0,Pembroke,5159.0,20046.0
854120357044912130,140.0,black-and-tan_coonhound,8285.0,33911.0
854010172552949760,110.0,English_springer,3433.0,17169.0
853760880890318849,120.0,miniature_pinscher,6403.0,30414.0
853639147608842240,130.0,German_shepherd,11265.0,37198.0
852912242202992640,120.0,Great_Dane,2037.0,9658.0
852672615818899456,120.0,golden_retriever,2388.0,15939.0
852553447878664193,130.0,bloodhound,3885.0,17492.0
852189679701164033,120.0,Bernese_mountain_dog,1741.0,12217.0
851953902622658560,130.0,Staffordshire_bullterrier,10706.0,0.0
851591660324737024,110.0,Cardigan,3819.0,17300.0
851224888060895234,130.0,standard_poodle,6350.0,22090.0
850753642995093505,110.0,pug,10352.0,33348.0
850380195714523136,130.0,Yorkshire_terrier,2915.0,13994.0
850145622816686080,110.0,kelpie,4244.0,17519.0
850019790995546112,120.0,Shetland_sheepdog,5459.0,21944.0
849776966551130114,120.0,Chihuahua,8404.0,32390.0
849412302885593088,120.0,schipperke,3487.0,17039.0
848690551926992896,120.0,flat-coated_retriever,4826.0,27104.0
848324959059550208,120.0,malamute,4037.0,20229.0
848212111729840128,60.0,Bedlington_terrier,3444.0,17618.0
847842811428974592,120.0,Bernese_mountain_dog,1522.0,5935.0
847606175596138505,120.0,Cardigan,3774.0,20208.0
847251039262605312,120.0,Airedale,4800.0,22036.0
847157206088847362,110.0,Staffordshire_bullterrier,6572.0,21588.0
847116187444137987,110.0,American_Staffordshire_terrier,3583.0,23108.0
846874817362120707,130.0,Shetland_sheepdog,4404.0,21685.0
846514051647705089,130.0,golden_retriever,13076.0,48410.0
846153765933735936,130.0,giant_schnauzer,10226.0,34394.0
846042936437604353,120.0,golden_retriever,3224.0,17256.0
845812042753855489,130.0,Samoyed,9894.0,31737.0
845677943972139009,120.0,chow,5365.0,27154.0
845397057150107648,130.0,Dandie_Dinmont,2072.0,8241.0
845306882940190720,120.0,Irish_water_spaniel,6039.0,25225.0
844979544864018432,130.0,Shetland_sheepdog,2909.0,14738.0
844973813909606400,120.0,Labrador_retriever,3617.0,16361.0
844704788403113984,130.0,Labrador_retriever,11633.0,42022.0
844223788422217728,120.0,Labrador_retriever,2450.0,14753.0
843856843873095681,120.0,Labrador_retriever,5220.0,23211.0
843604394117681152,110.0,Labrador_retriever,3081.0,18310.0
843235543001513987,130.0,Pembroke,6852.0,23315.0
842892208864923648,130.0,Chihuahua,56625.0,0.0
842846295480000512,130.0,Labrador_retriever,4023.0,16440.0
842765311967449089,120.0,Labrador_retriever,1439.0,7321.0
842535590457499648,130.0,Pembroke,3937.0,19637.0
842163532590374912,120.0,French_bulldog,6568.0,26569.0
842115215311396866,120.0,chow,3386.0,15204.0
841833993020538882,130.0,Samoyed,17504.0,0.0
841680585030541313,120.0,Chihuahua,8748.0,27854.0
841439858740625411,140.0,Labrador_retriever,4168.0,13755.0
841314665196081154,130.0,Afghan_hound,5312.0,17305.0
841077006473256960,120.0,Brittany_spaniel,5991.0,24926.0
840632337062862849,120.0,golden_retriever,1972.0,9761.0
840268004936019968,120.0,Chesapeake_Bay_retriever,6497.0,20950.0
839990271299457024,130.0,Staffordshire_bullterrier,2597.0,14640.0
839549326359670784,120.0,Norwich_terrier,8805.0,29957.0
839239871831150596,130.0,Leonberg,7422.0,29684.0
838921590096166913,130.0,Border_terrier,2357.0,12183.0
838561493054533637,130.0,kelpie,1504.0,11892.0
838476387338051585,130.0,Great_Pyrenees,5484.0,24664.0
838083903487373313,130.0,chow,3582.0,19183.0
837820167694528512,120.0,golden_retriever,8952.0,37277.0
837471256429613056,120.0,Norwegian_elkhound,2631.0,13967.0
837366284874571778,130.0,American_Staffordshire_terrier,6005.0,23074.0
837110210464448512,130.0,Siberian_husky,2731.0,17480.0
836989968035819520,120.0,toy_poodle,2610.0,13879.0
836753516572119041,120.0,schipperke,5237.0,21029.0
836260088725786625,130.0,borzoi,4850.0,23177.0
836001077879255040,130.0,Samoyed,4935.0,20924.0
835574547218894849,110.0,Staffordshire_bullterrier,4121.0,19447.0
835297930240217089,120.0,Rottweiler,3381.0,17847.0
835264098648616962,120.0,Chesapeake_Bay_retriever,1939.0,8503.0
835172783151792128,120.0,Border_collie,6516.0,28552.0
835152434251116546,0.0,American_Staffordshire_terrier,3443.0,24574.0
834931633769889797,120.0,soft-coated_wheaten_terrier,1878.0,11838.0
834786237630337024,130.0,Border_terrier,6159.0,22943.0
834574053763584002,130.0,golden_retriever,2882.0,14993.0
834458053273591808,120.0,Rhodesian_ridgeback,1899.0,10512.0
834209720923721728,120.0,golden_retriever,5476.0,22594.0
834086379323871233,120.0,Labrador_retriever,2512.0,14296.0
833863086058651648,120.0,kuvasz,2729.0,14661.0
833826103416520705,130.0,Chihuahua,3904.0,16728.0
833722901757046785,130.0,West_Highland_white_terrier,3636.0,22585.0
833479644947025920,130.0,golden_retriever,2357.0,16258.0
833124694597443584,120.0,Cardigan,5513.0,22133.0
832998151111966721,130.0,boxer,2522.0,14549.0
832757312314028032,130.0,Cardigan,4127.0,18423.0
832636094638288896,120.0,Eskimo_dog,3220.0,17379.0
832397543355072512,120.0,Pekinese,2548.0,13126.0
832369877331693569,110.0,kelpie,3652.0,18792.0
832273440279240704,140.0,Pembroke,2673.0,12385.0
832215726631055365,130.0,Afghan_hound,10723.0,0.0
832040443403784192,120.0,miniature_pinscher,11131.0,0.0
832032802820481025,120.0,whippet,4746.0,13887.0
831939777352105988,120.0,Pomeranian,7031.0,26404.0
831911600680497154,140.0,bloodhound,7458.0,30380.0
831670449226514432,130.0,Pembroke,2059.0,11469.0
831650051525054464,130.0,Eskimo_dog,2243.0,7908.0
831552930092285952,130.0,Chihuahua,2632.0,9872.0
831322785565769729,120.0,Old_English_sheepdog,1744.0,10042.0
831315979191906304,130.0,briard,1264.0,7117.0
831309418084069378,120.0,Doberman,2786.0,12819.0
831262627380748289,120.0,cocker_spaniel,2350.0,13066.0
830956169170665475,120.0,kuvasz,1735.0,8735.0
830583320585068544,130.0,Labrador_retriever,19297.0,73397.0
830097400375152640,130.0,toy_poodle,3455.0,10804.0
829878982036299777,120.0,golden_retriever,5757.0,0.0
829861396166877184,120.0,Border_terrier,2243.0,13441.0
829501995190984704,120.0,French_bulldog,12224.0,34913.0
829449946868879360,110.0,Labrador_retriever,2329.0,11519.0
829374341691346946,130.0,Staffordshire_bullterrier,10706.0,38074.0
829141528400556032,120.0,golden_retriever,8530.0,26952.0
829011960981237760,130.0,boxer,18627.0,58302.0
828770345708580865,130.0,Chesapeake_Bay_retriever,6746.0,28085.0
828708714936930305,100.0,Mexican_hairless,12882.0,40241.0
828650029636317184,140.0,golden_retriever,1544.0,10467.0
828409743546925057,120.0,toy_poodle,1305.0,6898.0
828408677031882754,120.0,Weimaraner,1477.0,8398.0
828381636999917570,140.0,Bedlington_terrier,2554.0,13864.0
828376505180889089,130.0,American_Staffordshire_terrier,1216.0,8112.0
828372645993398273,120.0,malamute,3344.0,13756.0
828011680017821696,110.0,American_Staffordshire_terrier,2451.0,11411.0
827933404142436356,120.0,German_shepherd,5987.0,22180.0
827653905312006145,120.0,collie,3433.0,16983.0
827600520311402496,130.0,Pembroke,1082.0,8143.0
827324948884643840,120.0,golden_retriever,3510.0,17523.0
827199976799354881,130.0,Great_Dane,2579.0,11659.0
826958653328592898,120.0,golden_retriever,5757.0,23767.0
826848821049180160,130.0,Great_Pyrenees,11878.0,40325.0
826598365270007810,130.0,French_bulldog,2709.0,11117.0
826476773533745153,120.0,German_shepherd,4821.0,20275.0
826240494070030336,110.0,French_bulldog,2965.0,14614.0
826204788643753985,130.0,Labrador_retriever,1075.0,5361.0
826115272272650244,130.0,golden_retriever,3599.0,17299.0
825829644528148480,120.0,Great_Pyrenees,2848.0,14025.0
825535076884762624,140.0,Rottweiler,19669.0,56413.0
825147591692263424,130.0,Pekinese,5244.0,20181.0
825026590719483904,120.0,Eskimo_dog,1483.0,7020.0
824775126675836928,120.0,Border_terrier,4069.0,16508.0
824663926340194305,130.0,English_setter,1993.0,11113.0
824325613288833024,130.0,Pembroke,11848.0,12999.0
823939628516474880,120.0,schipperke,3123.0,11755.0
823699002998870016,120.0,cairn,2772.0,13826.0
823581115634085888,110.0,German_shepherd,3031.0,14376.0
823322678127919110,110.0,Chihuahua,4637.0,17437.0
823269594223824897,110.0,Samoyed,11421.0,0.0
822975315408461824,120.0,Pembroke,3958.0,19139.0
822872901745569793,130.0,Lakeland_terrier,48265.0,132810.0
822859134160621569,120.0,malinois,2622.0,14576.0
822647212903690241,130.0,Samoyed,7390.0,0.0
822610361945911296,120.0,cocker_spaniel,3423.0,16327.0
822489057087389700,130.0,Samoyed,7390.0,20083.0
822462944365645825,140.0,Pomeranian,17209.0,31800.0
822244816520155136,110.0,Samoyed,11421.0,38832.0
821886076407029760,130.0,golden_retriever,2692.0,12582.0
821813639212650496,120.0,Saint_Bernard,3839.0,0.0
821765923262631936,130.0,golden_retriever,1899.0,9317.0
821522889702862852,130.0,Doberman,2030.0,8871.0
821407182352777218,140.0,Irish_setter,5053.0,13075.0
821149554670182400,120.0,German_shepherd,2320.0,9718.0
821107785811234820,110.0,Pomeranian,2487.0,10645.0
821044531881721856,120.0,Old_English_sheepdog,2636.0,14021.0
820749716845686786,130.0,golden_retriever,11525.0,34984.0
820690176645140481,120.0,West_Highland_white_terrier,3716.0,13518.0
820446719150292993,130.0,golden_retriever,2980.0,0.0
820314633777061888,140.0,Gordon_setter,648.0,3706.0
819952236453363712,130.0,American_Staffordshire_terrier,1369.0,5927.0
819711362133872643,110.0,toy_poodle,3604.0,14916.0
819588359383371776,130.0,Cardigan,2271.0,10606.0
819347104292290561,120.0,Rottweiler,1383.0,8008.0
819227688460238848,120.0,Border_terrier,7733.0,25652.0
819015337530290176,140.0,standard_poodle,42228.0,0.0
819004803107983360,140.0,standard_poodle,42228.0,95450.0
818627210458333184,130.0,Labrador_retriever,8564.0,24597.0
818614493328580609,120.0,Chihuahua,2982.0,10971.0
818588835076603904,110.0,Norwegian_elkhound,7126.0,0.0
818536468981415936,110.0,Welsh_springer_spaniel,2873.0,12127.0
818259473185828864,120.0,miniature_schnauzer,2621.0,12197.0
818145370475810820,110.0,golden_retriever,3014.0,13671.0
817827839487737858,130.0,cocker_spaniel,31314.0,57622.0
817777686764523521,130.0,curly-coated_retriever,3084.0,11901.0
817536400337801217,120.0,pug,3505.0,13105.0
817423860136083457,130.0,Samoyed,17504.0,38260.0
817415592588222464,110.0,Doberman,1131.0,6267.0
817181837579653120,130.0,Tibetan_mastiff,9907.0,0.0
817171292965273600,130.0,golden_retriever,2326.0,9690.0
817120970343411712,130.0,Saluki,3011.0,13367.0
817056546584727552,110.0,kelpie,1927.0,9517.0
816829038950027264,120.0,golden_retriever,5496.0,0.0
816816676327063552,120.0,malamute,2361.0,11071.0
816697700272001025,120.0,Chihuahua,2545.0,10905.0
816336735214911488,110.0,Labrador_retriever,2269.0,9564.0
816091915477250048,120.0,Pomeranian,2500.0,9927.0
816014286006976512,110.0,English_setter,6154.0,0.0
815990720817401858,110.0,Chihuahua,1207.0,5545.0
815966073409433600,130.0,Tibetan_mastiff,9907.0,25057.0
815736392542261248,110.0,Border_collie,2625.0,10937.0
815639385530101762,120.0,German_shepherd,1918.0,9161.0
814986499976527872,110.0,dalmatian,1505.0,8485.0
814638523311648768,120.0,golden_retriever,3130.0,12511.0
814530161257443328,120.0,miniature_poodle,2156.0,9629.0
814153002265309185,120.0,golden_retriever,10080.0,32000.0
813944609378369540,110.0,Labrador_retriever,3732.0,0.0
813910438903693312,110.0,Siberian_husky,2194.0,10342.0
813812741911748608,140.0,French_bulldog,16267.0,40402.0
813800681631023104,120.0,malamute,2060.0,9300.0
813217897535406080,130.0,Samoyed,8476.0,20783.0
813202720496779264,110.0,cocker_spaniel,2090.0,10192.0
813187593374461952,130.0,golden_retriever,5096.0,22085.0
813172488309972993,120.0,golden_retriever,2236.0,10384.0
813157409116065792,120.0,Pembroke,2557.0,8588.0
813142292504645637,130.0,beagle,2728.0,9361.0
813127251579564032,110.0,Norwegian_elkhound,3652.0,13242.0
813112105746448384,120.0,Pembroke,3225.0,11515.0
813096984823349248,110.0,Great_Dane,4207.0,11694.0
813081950185472002,110.0,Doberman,3220.0,10989.0
813066809284972545,120.0,toy_terrier,2276.0,8865.0
813051746834595840,130.0,golden_retriever,8503.0,23337.0
812781120811126785,100.0,bull_mastiff,2191.0,8380.0
812709060537683968,120.0,Irish_setter,1665.0,7373.0
812466873996607488,120.0,Great_Dane,2231.0,8900.0
812372279581671427,130.0,golden_retriever,4252.0,15224.0
811985624773361665,110.0,Staffordshire_bullterrier,1647.0,8102.0
811744202451197953,130.0,Pekinese,1884.0,8429.0
811627233043480576,100.0,beagle,3650.0,14265.0
811386762094317568,110.0,Pembroke,7444.0,23302.0
810984652412424192,342.85714285714283,golden_retriever,1655.0,5927.0
810896069567610880,110.0,flat-coated_retriever,2090.0,10093.0
810657578271330305,110.0,malamute,3057.0,12192.0
810284430598270976,130.0,malamute,13369.0,39640.0
810254108431155201,120.0,Staffordshire_bullterrier,3901.0,16380.0
809920764300447744,100.0,Norwich_terrier,4521.0,17250.0
809808892968534016,120.0,Labrador_retriever,5711.0,0.0
809448704142938112,120.0,Greater_Swiss_Mountain_dog,1696.0,7727.0
809220051211603969,120.0,Pomeranian,6554.0,22246.0
809084759137812480,110.0,vizsla,4046.0,14685.0
808838249661788160,130.0,Rottweiler,3536.0,11271.0
808733504066486276,120.0,toy_poodle,2509.0,8784.0
808501579447930884,120.0,Airedale,3007.0,12595.0
808134635716833280,130.0,cocker_spaniel,6961.0,0.0
808106460588765185,120.0,golden_retriever,2525.0,9701.0
808001312164028416,120.0,Labrador_retriever,4098.0,14015.0
807621403335917568,140.0,golden_retriever,4288.0,16236.0
807106840509214720,130.0,Chihuahua,56625.0,107015.0
807059379405148160,120.0,golden_retriever,8521.0,0.0
807010152071229440,120.0,golden_retriever,4418.0,14514.0
806629075125202948,130.0,cocker_spaniel,37911.0,75639.0
806542213899489280,110.0,vizsla,2752.0,11363.0
806242860592926720,120.0,Cardigan,13616.0,0.0
806219024703037440,110.0,chow,1388.0,7145.0
805958939288408065,100.0,Irish_setter,6238.0,0.0
805932879469572096,120.0,Norwegian_elkhound,2209.0,9178.0
805826884734976000,120.0,Siberian_husky,2132.0,7335.0
805520635690676224,130.0,malinois,1905.0,6368.0
805207613751304193,120.0,Pembroke,1972.0,8680.0
804738756058218496,120.0,Tibetan_mastiff,4480.0,15326.0
804413760345620481,130.0,chow,3712.0,0.0
803773340896923648,120.0,miniature_pinscher,3220.0,11203.0
803692223237865472,130.0,Lakeland_terrier,8689.0,0.0
803638050916102144,130.0,Labrador_retriever,4828.0,12270.0
803276597545603072,110.0,Pembroke,2887.0,11207.0
802952499103731712,120.0,chow,2336.0,10085.0
802624713319034886,120.0,cocker_spaniel,3403.0,0.0
802572683846291456,120.0,golden_retriever,2926.0,9959.0
802265048156610565,110.0,Labrador_retriever,1573.0,7039.0
802247111496568832,130.0,Chihuahua,5247.0,0.0
802239329049477120,120.0,Eskimo_dog,3040.0,10132.0
801958328846974976,120.0,Staffordshire_bullterrier,1992.0,8608.0
801538201127157760,120.0,Pembroke,2391.0,9141.0
801167903437357056,130.0,cocker_spaniel,6961.0,27386.0
801115127852503040,120.0,dalmatian,2429.0,8992.0
800751577355128832,120.0,cocker_spaniel,3214.0,11701.0
800513324630806528,110.0,Pembroke,3495.0,14685.0
800388270626521089,120.0,golden_retriever,3265.0,12456.0
800141422401830912,130.0,golden_retriever,2980.0,17092.0
799774291445383169,130.0,chow,5488.0,0.0
799757965289017345,130.0,Border_collie,2506.0,9390.0
799422933579902976,120.0,miniature_pinscher,2213.0,8965.0
799297110730567681,110.0,malamute,3227.0,11065.0
799063482566066176,110.0,Norfolk_terrier,2863.0,9058.0
798933969379225600,120.0,Siberian_husky,5203.0,14712.0
798925684722855936,110.0,West_Highland_white_terrier,1663.0,8246.0
798697898615730177,100.0,Labrador_retriever,7602.0,0.0
798694562394996736,120.0,Chihuahua,5812.0,0.0
798665375516884993,100.0,chow,4519.0,0.0
798644042770751489,100.0,English_springer,2153.0,0.0
798628517273620480,120.0,beagle,2272.0,0.0
798340744599797760,110.0,papillon,3924.0,0.0
798209839306514432,130.0,Pekinese,2954.0,11548.0
797971864723324932,120.0,American_Staffordshire_terrier,3652.0,13018.0
797545162159308800,120.0,Pembroke,5656.0,16198.0
797236660651966464,120.0,collie,7726.0,22328.0
796865951799083009,120.0,Cardigan,2198.0,8564.0
796759840936919040,110.0,American_Staffordshire_terrier,3562.0,13256.0
796484825502875648,120.0,cocker_spaniel,2042.0,8472.0
796387464403357696,120.0,Pekinese,4861.0,12334.0
796177847564038144,110.0,golden_retriever,16628.0,0.0
796149749086875649,110.0,golden_retriever,16628.0,36177.0
796116448414461957,110.0,Cardigan,2813.0,10139.0
796080075804475393,120.0,chow,2703.0,9469.0
796031486298386433,130.0,golden_retriever,4284.0,12071.0
795464331001561088,130.0,golden_retriever,27728.0,55683.0
795400264262053889,120.0,golden_retriever,3323.0,11270.0
794983741416415232,120.0,schipperke,3942.0,0.0
794926597468000259,120.0,toy_poodle,2697.0,11492.0
794355576146903043,120.0,cocker_spaniel,12014.0,0.0
794332329137291264,120.0,Samoyed,3088.0,10686.0
793962221541933056,120.0,Labrador_retriever,5711.0,18910.0
793845145112371200,130.0,Old_English_sheepdog,2187.0,10295.0
793614319594401792,130.0,golden_retriever,3661.0,0.0
793601777308463104,120.0,miniature_pinscher,1908.0,8926.0
793500921481273345,120.0,golden_retriever,2786.0,11953.0
793286476301799424,130.0,Afghan_hound,10723.0,27597.0
793271401113350145,120.0,Siberian_husky,2763.0,9677.0
793256262322548741,120.0,basset,9714.0,22350.0
793241302385262592,130.0,golden_retriever,3812.0,11780.0
793226087023144960,110.0,wire-haired_fox_terrier,3338.0,11001.0
793210959003287553,100.0,French_bulldog,3301.0,9997.0
793195938047070209,120.0,Labrador_retriever,6547.0,17063.0
793180763617361921,110.0,Lakeland_terrier,2310.0,7740.0
793165685325201412,120.0,golden_retriever,3238.0,10478.0
793150605191548928,110.0,Italian_greyhound,1984.0,6909.0
793120401413079041,110.0,Labrador_retriever,4551.0,14202.0
792883833364439040,120.0,standard_poodle,4964.0,12666.0
792773781206999040,120.0,Yorkshire_terrier,1963.0,8209.0
792394556390137856,120.0,cocker_spaniel,4998.0,15128.0
792050063153438720,110.0,komondor,2088.0,8029.0
791672322847637504,130.0,golden_retriever,3661.0,13129.0
791406955684368384,120.0,Pembroke,4797.0,14670.0
791312159183634433,120.0,miniature_pinscher,2963.0,9841.0
791026214425268224,110.0,malamute,4858.0,0.0
790987426131050500,120.0,cocker_spaniel,2483.0,11089.0
790946055508652032,120.0,golden_retriever,5496.0,18601.0
790723298204217344,120.0,golden_retriever,2704.0,0.0
790698755171364864,120.0,Bernese_mountain_dog,2203.0,9158.0
790581949425475584,110.0,malinois,8183.0,22473.0
790337589677002753,120.0,Pembroke,2167.0,8740.0
790277117346975746,110.0,Labrador_retriever,3732.0,14081.0
789986466051088384,120.0,golden_retriever,2704.0,10369.0
789628658055020548,130.0,chow,2080.0,8448.0
789599242079838210,120.0,Chesapeake_Bay_retriever,2279.0,7620.0
789530877013393408,120.0,schipperke,3942.0,13188.0
789268448748703744,100.0,malamute,3014.0,10196.0
789137962068021249,120.0,Chihuahua,3244.0,10875.0
788908386943430656,110.0,golden_retriever,14409.0,30653.0
788765914992902144,120.0,cocker_spaniel,12014.0,30658.0
788412144018661376,110.0,golden_retriever,5990.0,16060.0
